t	x	y
0.00000000000	0.08855451440	0.04001828328
0.01664968956	0.09500056316	0.01740096028
0.02497453434	0.09642539398	0.00118034075
0.03329937912	0.09505174256	-0.01443165646
0.04162422390	0.09090839034	-0.02977757327
0.04994906868	0.08394844677	-0.04357493712
0.05827391347	0.07546218788	-0.05667354586
0.06659875825	0.06470219799	-0.06879112722
0.07492360303	0.05288900085	-0.07842646414
0.08324844781	0.03969837631	-0.08676588393
0.09157329259	0.02535027171	-0.09229672822
0.09989813737	0.00982037614	-0.09539106258
0.10822298210	-0.00608008852	-0.09554689357
0.11654782690	-0.02207017711	-0.09310472941
0.12487267170	-0.03755368059	-0.08832079201
0.13319751650	-0.05175445718	-0.08133506357
0.14152236130	-0.06437384379	-0.07216316490
0.14984720610	-0.07594155184	-0.06094116772
0.15817205080	-0.08499499822	-0.04823830826
0.16649689560	-0.09215983885	-0.03382629504
0.17482174040	-0.09707651583	-0.01907006351
0.18314658520	-0.09936237828	-0.00345146098
0.19147143000	-0.09904077737	0.01193765740
0.19979627470	-0.09649206578	0.02728270622
0.20812111950	-0.09144113334	0.04167938016
0.21644596430	-0.08453135233	0.05490893279
0.22477080910	-0.07587377154	0.06689789464
0.23309565390	-0.06504983413	0.07773972833
0.24142049860	-0.05311894769	0.08651620444
0.24974534340	-0.03992513491	0.09336012329
0.25807018820	-0.02571906281	0.09796687158
0.26639503300	-0.01082792532	0.10058725380
0.27846605790	0.01256238090	0.09998862260
0.28679090270	0.02728076236	0.09641581559
0.29511574750	0.04162912512	0.09091810824
0.30344059230	0.05548525831	0.08343593903
0.31176543700	0.06726411143	0.07345118744
0.32009028180	0.07722978893	0.06188544225
0.32841512660	0.08553994422	0.04959884974
0.33673997140	0.09197886360	0.03520971438
0.34506481620	0.09598814038	0.02002265798
0.35338966090	0.09783946159	0.00384318069
0.36171450570	0.09666495092	-0.01241889536
0.37003935050	0.09308380744	-0.02748262486
0.37836419530	0.08693931673	-0.04226137535
0.38668904010	0.07871341138	-0.05548133110
0.39501388480	0.06852378959	-0.06716593652
0.40333872960	0.05650920066	-0.07746496075
0.41166357440	0.04284464969	-0.08557181047
0.41998841920	0.02800698587	-0.09190048030
0.42831326400	0.01219403167	-0.09508254673
0.43663810880	-0.00379410175	-0.09596927990
0.44496295350	-0.02008280542	-0.09402372131
0.45328779830	-0.03568745233	-0.08948952936
0.46161264310	-0.05044591945	-0.08254743831
0.46993748790	-0.06371311040	-0.07332804704
0.47826233270	-0.07508882029	-0.06222543986
0.48658717740	-0.08482740049	-0.04932296256
0.49491202220	-0.09196605386	-0.03510865599
0.50323686700	-0.09662362581	-0.01996595430
0.51156171180	-0.09917244449	-0.00406080780
0.51988655660	-0.09861287535	0.01149805166
0.52821140130	-0.09591298830	0.02756515447
0.53653624610	-0.09078381262	0.04248083921
0.54486109090	-0.08355704029	0.05591755905
0.55318593570	-0.07476076206	0.06803380175
0.56151078050	-0.06475787243	0.07791900407
0.56983562520	-0.05240436582	0.08684095247
0.57816047000	-0.03914924886	0.09375185914
0.58648531480	-0.02509921902	0.09790747409
0.59481015960	-0.01018916152	0.10035783860
0.60313500440	0.00517794182	0.10074000720
0.61145984910	0.01973817796	0.09876067987
0.61978469390	0.03418654629	0.09448296138
0.62810953870	0.04837348555	0.08748034459
0.63643438350	0.06096325961	0.07860604535
0.64475922830	0.07172301903	0.06791475005
0.65308407310	0.08139199289	0.05562265140
0.66140891780	0.08859551994	0.04231459659
0.66973376260	0.09370508286	0.02769104913
0.67805860740	0.09668629543	0.01195428432
0.68638345220	0.09711368398	-0.00353198871
0.69470829700	0.09488980050	-0.01891516917
0.70303314170	0.09040465805	-0.03395526803
0.71135798650	0.08345669763	-0.04763068680
0.71968283130	0.07439797541	-0.06022405474
0.72800767610	0.06343807812	-0.07150346144
0.73633252090	0.05062871383	-0.08060822016
0.74465736560	0.03657223739	-0.08786351088
0.75298221040	0.02111281840	-0.09270230611
0.76130705520	0.00515148660	-0.09505671534
0.76963190000	-0.01101304907	-0.09487508501
0.77795674480	-0.02702175369	-0.09218104503
0.78628158950	-0.04200924004	-0.08694397897
0.79460643430	-0.05637538955	-0.07918051781
0.80251503690	-0.06880627661	-0.06908582998
0.81083988160	-0.07969912770	-0.05719473936
0.81916472640	-0.08858564113	-0.04386443708
0.82748957120	-0.09472982750	-0.02903969682
0.83581441600	-0.09877290798	-0.01378047152
0.84413926080	-0.10022145020	0.00168310707
0.85246410550	-0.09881086345	0.01698307551
0.86078895030	-0.09545220187	0.03206262263
0.86911379510	-0.08976073807	0.04576491464
0.87743863990	-0.08185927961	0.05871724575
0.88576348470	-0.07266382567	0.07035307831
0.89408832950	-0.06132570260	0.08049958672
0.90241317420	-0.04897070154	0.08879879538
0.91073801900	-0.03549485365	0.09503184727
0.91906286380	-0.02091714114	0.09894266696
0.92738770860	-0.00578470974	0.10084493460
0.93571255340	0.00949900194	0.10009818270
0.94403739810	0.02484822462	0.09694011439
0.95236224290	0.03913357657	0.09143927761
0.96068708770	0.05294647851	0.08355089436
0.96901193250	0.06503194895	0.07370342580
0.97733677730	0.07536647267	0.06246828507
0.98566162200	0.08365221211	0.05000554734
0.99398646680	0.09018372910	0.03538381714
1.00231131200	0.09451698381	0.02068170044
1.01063615600	0.09628120329	0.00442726674
1.01896100100	0.09578876786	-0.01048835831
1.02728584600	0.09287766405	-0.02560129425
1.03561069100	0.08698518927	-0.04072724924
1.04393553600	0.07939457936	-0.05328707365
1.05226038000	0.06917909802	-0.06590415596
1.06058522500	0.05745316686	-0.07611639403
1.06891007000	0.04426601664	-0.08453121860
1.07723491500	0.03023333891	-0.09047891342
1.08555975900	0.01473052871	-0.09439907330
1.09388460400	-0.00083948388	-0.09556045241
1.10220944900	-0.01695603455	-0.09438449084
1.11053429400	-0.03257017945	-0.09062026085
1.11885913900	-0.04722909271	-0.08442418784
1.12718398300	-0.06108178887	-0.07582392799
1.13550882800	-0.07295257049	-0.06503802112
1.14383367300	-0.08319876195	-0.05235138512
1.15215851800	-0.09127609113	-0.03827484234
1.16048336200	-0.09701787818	-0.02311220105
1.16880820700	-0.10004670220	-0.00805203557
1.17713305200	-0.10059971240	0.00699627293
1.18545789700	-0.09858446009	0.02174552719
1.19378274200	-0.09461515113	0.03651332234
1.20210758600	-0.08834785841	0.05026303333
1.21043243100	-0.08025837106	0.06287385121
1.21875727600	-0.07028970093	0.07453769582
1.22708212100	-0.05853588707	0.08364609668
1.23540696500	-0.04510254898	0.09144655898
1.24373181000	-0.03078192891	0.09687864827
1.25205665500	-0.01566234184	0.09967872793
1.26038150000	-0.00021977454	0.10071522970
1.26870634500	0.01490137238	0.09908475739
1.27703118900	0.02979603166	0.09549368339
1.28535603400	0.04404386932	0.08970930227
1.29326463700	0.05708285419	0.08105395596
1.30158948100	0.06903927192	0.07089995590
1.30991432600	0.07843028856	0.05888113001
1.31823917100	0.08700255010	0.04537813023
1.32656401600	0.09255936679	0.03102096437
1.33488886100	0.09559318058	0.01579561414
1.34321370500	0.09667849285	-0.00065452510
1.35153855000	0.09502658135	-0.01579884668
1.35986339500	0.09080966898	-0.03063212523
1.36818824000	0.08420368360	-0.04481291750
1.37651308400	0.07577680571	-0.05742944402
1.38483792900	0.06515667821	-0.06926206214
1.39316277400	0.05255870018	-0.07903246696
1.40148761900	0.03920198386	-0.08660910754
1.40981246400	0.02435934991	-0.09189029206
1.41813730800	0.00839888183	-0.09472762162
1.42646215300	-0.00721933468	-0.09512104888
1.43478699800	-0.02327174143	-0.09284734065
1.44311184300	-0.03843106998	-0.08827887621
1.45143668800	-0.05253274872	-0.08130762112
1.45976153200	-0.06535178555	-0.07201371127
1.46808637700	-0.07651734936	-0.06120188495
1.47641122200	-0.08579414722	-0.04834113679
1.48473606700	-0.09298703913	-0.03443577239
1.49306091100	-0.09755767791	-0.01991319705
1.50138575600	-0.09994579571	-0.00452679909
1.50971060100	-0.09975470887	0.01080168953
1.51803544600	-0.09702250650	0.02550063150
1.52636029100	-0.09245878934	0.03984036057
1.53468513500	-0.08553657048	0.05353179096
1.54300998000	-0.07688468554	0.06582179583
1.55133482500	-0.06664676356	0.07673178040
1.55965967000	-0.05467470160	0.08548429267
1.56798451400	-0.04125816237	0.09266269328
1.57630935900	-0.02696780198	0.09764153803
1.58463420400	-0.01178239570	0.09997275168
1.59295904900	0.00370820415	0.10035965150
1.60128389400	0.01919317323	0.09827176382
1.60960873800	0.03416086983	0.09377016406
1.61793358300	0.04812276671	0.08703036179
1.62625842800	0.06013400065	0.07855390050
1.63458327300	0.07087347764	0.06809821258
1.64290811700	0.08002687703	0.05573828487
1.65123296200	0.08699011278	0.04242837706
1.65955780700	0.09209092246	0.02754576887
1.66788265200	0.09483774162	0.01202514295
1.67620749700	0.09509611737	-0.00429036276
1.68453234100	0.09266984503	-0.02012996241
1.69285718600	0.08760544292	-0.03523038302
1.70118203100	0.08009412299	-0.04945148856
1.70950687600	0.07086221893	-0.06188665227
1.71783172100	0.05963177226	-0.07293264296
1.72615656500	0.04746227869	-0.08194836405
1.73448141000	0.03304920032	-0.08868218641
1.74280625500	0.01832903266	-0.09325020219
1.75113110000	0.00325676929	-0.09513476240
1.75945594400	-0.01200088077	-0.09464106962
1.76778078900	-0.02719648324	-0.09218055467
1.77610563400	-0.04154184276	-0.08694434137
1.78443047900	-0.05538804221	-0.07980576756
1.79275532400	-0.06747934041	-0.07012846737
1.80108016800	-0.07850301493	-0.05852533150
1.80940501300	-0.08763429120	-0.04527204852
1.81772985800	-0.09419938943	-0.03098794352
1.82605470300	-0.09916528585	-0.01553691231
1.83396330500	-0.10073813680	-0.00011693961
1.84228815000	-0.10027742490	0.01556822438
1.85061299500	-0.09698099783	0.03039427023
1.85893784000	-0.09181039877	0.04458814853
1.86726268400	-0.08425613386	0.05759212353
1.87558752900	-0.07501976055	0.06968121148
1.88391237400	-0.06404632683	0.08018047452
1.89223721900	-0.05135656007	0.08858837706
1.90056206300	-0.03781506364	0.09503078264
1.90888690800	-0.02299989364	0.09905421283
1.91721175300	-0.00770053323	0.10095575610
1.92553659800	0.00792987692	0.10062245370
1.93386144300	0.02327249853	0.09790258474
1.94218628700	0.03768508273	0.09273004235
1.95051113200	0.05116113379	0.08539439658
1.95883597700	0.06324209287	0.07603512394
1.96716082200	0.07381210260	0.06472107568
